Date, Daily Cases, 3 Day Average, 5 Day Average, 7 Day Average
25/01/2020,0,Not Applicable,Not Applicable,Not Applicable
26/01/2020,0,Not Applicable,Not Applicable,Not Applicable
21/01/2022,10,7.5,10.25,8.833333333
22/01/2022,11,10,9.75,9
23/01/2022,27,10.5,9,10.33333333
24/01/2022,14,19,14.5,12.83333333
25/01/2022,18,20.5,15.5,12.83333333
26/01/2022,24,16,17.5,15
27/01/2022,12,21,20.75,17.33333333
28/01/2022,8,18,17,17.66666667
29/01/2022,23,10,15.5,17.16666667
30/01/2022,19,15.5,16.75,16.5
31/01/2022,23,21,15.5,17.33333333
1/02/2022,24,21,18.25,18.16666667
2/02/2022,29,23.5,22.25,18.16666667
3/02/2022,28,26.5,23.75,21
4/02/2022,32,28.5,26,24.33333333
5/02/2022,26,30,28.25,25.83333333
6/02/2022,46,29,28.75,27
7/02/2022,36,36,33,30.83333333
8/02/2022,65,41,35,32.83333333
9/02/2022,92,50.5,43.25,38.83333333
10/02/2022,138,78.5,59.75,49.5
11/02/2022,97,115,82.75,67.16666667
12/02/2022,49,117.5,98,79
13/02/2022,64,73,94,79.5
14/02/2022,72,56.5,87,84.16666667
15/02/2022,58,68,70.5,85.33333333
16/02/2022,126,65,60.75,79.66666667
17/02/2022,184,92,80,77.66666667
18/02/2022,199,155,110,92.16666667
19/02/2022,244,191.5,141.75,117.1666667
20/02/2022,222,221.5,188.25,147.1666667
21/02/2022,214,233,212.25,172.1666667
22/02/2022,252,218,219.75,198.1666667
23/02/2022,628,233,233,219.1666667
24/02/2022,712,440,329,293.1666667
25/02/2022,1031,670,451.5,378.6666667
26/02/2022,1050,871.5,655.75,509.8333333
27/02/2022,1005,1040.5,855.25,647.8333333
28/02/2022,1114,1027.5,949.5,779.6666667
1/03/2022,1095,1059.5,1050,923.3333333
2/03/2022,1739,1104.5,1066,1001.166667
3/03/2022,2391,1417,1238.25,1172.333333
4/03/2022,2095,2065,1584.75,1399
5/03/2022,2247,2243,1830,1573.166667
6/03/2022,2270,2171,2118,1780.166667
7/03/2022,2365,2258.5,2250.75,1972.833333
8/03/2022,2847,2317.5,2244.25,2184.5
9/03/2022,3594,2606,2432.25,2369.166667
10/03/2022,4535,3220.5,2769,2569.666667
11/03/2022,5005,4064.5,3335.25,2976.333333
12/03/2022,4300,4770,3995.25,3436
13/03/2022,3602,4652.5,4358.5,3774.333333
14/03/2022,4037,3951,4360.5,3980.5
15/03/2022,5377,3819.5,4236,4178.833333
16/03/2022,6062,4707,4329,4476
17/03/2022,7151,5719.5,4769.5,4730.5
18/03/2022,6176,6606.5,5656.75,5088.166667
19/03/2022,5838,6663.5,6191.5,5400.833333
20/03/2022,5626,6007,6306.75,5773.5
21/03/2022,5566,5732,6197.75,6038.333333
22/03/2022,7075,5596,5801.5,6069.833333
23/03/2022,8429,6320.5,6026.25,6238.666667
24/03/2022,8616,7752,6674,6451.666667
25/03/2022,8133,8522.5,7421.5,6858.333333
26/03/2022,7535,8374.5,8063.25,7240.833333
27/03/2022,7197,7834,8178.25,7559
28/03/2022,7288,7366,7870.25,7830.833333
29/03/2022,8910,7242.5,7538.25,7866.333333
30/03/2022,9754,8099,7732.5,7946.5
31/03/2022,9727,9332,8287.25,8136.166667
1/04/2022,8731,9740.5,8919.75,8401.833333
2/04/2022,7822,9229,9280.5,8601.166667
3/04/2022,6439,8276.5,9008.5,8705.333333
4/04/2022,6081,7130.5,8179.75,8563.833333
5/04/2022,8145,6260,7268.25,8092.333333
6/04/2022,8499,7113,7121.75,7824.166667
7/04/2022,7998,8322,7291,7619.5
8/04/2022,6892,8248.5,7680.75,7497.333333
9/04/2022,6566,7445,7883.5,7342.333333
10/04/2022,5351,6729,7488.75,7363.5
11/04/2022,4993,5958.5,6701.75,7241.833333
12/04/2022,6349,5172,5950.5,6716.5
13/04/2022,7426,5671,5814.75,6358.166667
14/04/2022,8144,6887.5,6029.75,6262.833333
15/04/2022,7990,7785,6728,6471.5
16/04/2022,6314,8067,7477.25,6708.833333
17/04/2022,5112,7152,7468.5,6869.333333
18/04/2022,5605,,,
19/04/2022,6107,,,
20/04/2022,8080,,,
21/04/2022,9314,,,
22/04/2022,8777,,,
23/04/2022,7758,,,
24/04/2022,6085,,,
25/04/2022,5639,,,
26/04/2022,6711,,,
27/04/2022,8392,,,
28/04/2022,8889,,,
29/04/2022,8117,,,
30/04/2022,6829,,,
1/05/2022,5551,,,
2/05/2022,5847,,,
3/05/2022,7929,,,
4/05/2022,9782,,,
5/05/2022,10182,,,
6/05/2022,9328,,,
7/05/2022,9243,,,
8/05/2022,8747,,,
9/05/2022,10394,,,
10/05/2022,12390,,,
11/05/2022,17033,,,
12/05/2022,16670,,,
13/05/2022,15565,,,
