Date, Daily Cases, 3 Day Average, 5 Day Average, 7 Day Average
19/11/2021,1,1.0,1.25,1.0
20/11/2021,1,1.0,0.75,1.1666666666666667
21/11/2021,1,1.0,1.0,1.1666666666666667
22/11/2021,0,1.0,1.0,0.8333333333333334
23/11/2021,0,0.5,0.75,0.8333333333333334
24/11/2021,1,0.0,0.5,0.6666666666666666
25/11/2021,0,0.5,0.5,0.6666666666666666
26/11/2021,0,0.5,0.25,0.5
27/11/2021,-1,0.0,0.25,0.3333333333333333
28/11/2021,0,-0.5,0.0,0.0
29/11/2021,0,-0.5,-0.25,0.0
30/11/2021,0,0.0,-0.25,0.0
01/12/2021,0,0.0,-0.25,-0.16666666666666666
02/12/2021,1,0.0,0.0,-0.16666666666666666
03/12/2021,0,0.5,0.25,0.0
04/12/2021,0,0.5,0.25,0.16666666666666666
05/12/2021,0,0.0,0.25,0.16666666666666666
06/12/2021,0,0.0,0.25,0.16666666666666666
07/12/2021,0,0.0,0.0,0.16666666666666666
08/12/2021,1,0.0,0.0,0.16666666666666666
09/12/2021,0,0.5,0.25,0.16666666666666666
10/12/2021,0,0.5,0.25,0.16666666666666666
11/12/2021,0,0.0,0.25,0.16666666666666666
12/12/2021,1,0.0,0.25,0.16666666666666666
13/12/2021,1,0.5,0.25,0.3333333333333333
14/12/2021,0,1.0,0.5,0.5
15/12/2021,0,0.5,0.5,0.3333333333333333
16/12/2021,0,0.0,0.5,0.3333333333333333
17/12/2021,0,0.0,0.25,0.3333333333333333
18/12/2021,0,0.0,0.0,0.3333333333333333
19/12/2021,0,0.0,0.0,0.16666666666666666
20/12/2021,1,0.0,0.0,0.0
21/12/2021,4,0.5,0.25,0.16666666666666666
22/12/2021,2,2.5,1.25,0.8333333333333334
23/12/2021,1,3.0,1.75,1.1666666666666667
24/12/2021,9,1.5,2.0,1.3333333333333333
25/12/2021,1,5.0,4.0,2.8333333333333335
26/12/2021,2,5.0,3.25,3.0
27/12/2021,3,1.5,3.25,3.1666666666666665
28/12/2021,0,2.5,3.75,3.0
29/12/2021,5,1.5,1.5,2.6666666666666665
30/12/2021,5,2.5,2.5,3.3333333333333335
31/12/2021,3,5.0,3.25,2.6666666666666665
01/01/2022,7,4.0,3.25,3.0
02/01/2022,8,5.0,5.0,3.8333333333333335
03/01/2022,14,7.5,5.75,4.666666666666667
04/01/2022,16,11.0,8.0,7.0
05/01/2022,9,15.0,11.25,8.833333333333334
06/01/2022,6,12.5,11.75,9.5
07/01/2022,8,7.5,11.25,10.0
08/01/2022,2,7.0,9.75,10.166666666666666
09/01/2022,8,5.0,6.25,9.166666666666666
10/01/2022,15,5.0,6.0,8.166666666666666
11/01/2022,6,11.5,8.25,8.0
12/01/2022,16,10.5,7.75,7.5
13/01/2022,9,11.0,11.25,9.166666666666666
14/01/2022,9,12.5,11.5,9.333333333333334
15/01/2022,3,9.0,10.0,10.5
16/01/2022,12,6.0,9.25,9.666666666666666
17/01/2022,14,7.5,8.25,9.166666666666666
18/01/2022,5,13.0,9.5,10.5
19/01/2022,10,9.5,8.5,8.666666666666666
20/01/2022,10,7.5,10.25,8.833333333333334
21/01/2022,11,10.0,9.75,9.0
22/01/2022,27,10.5,9.0,10.333333333333334
23/01/2022,14,19.0,14.5,12.833333333333334
24/01/2022,18,20.5,15.5,12.833333333333334
25/01/2022,24,16.0,17.5,15.0
26/01/2022,12,21.0,20.75,17.333333333333332
27/01/2022,8,18.0,17.0,17.666666666666668
28/01/2022,23,10.0,15.5,17.166666666666668
29/01/2022,19,15.5,16.75,16.5
30/01/2022,23,21.0,15.5,17.333333333333332
31/01/2022,24,21.0,18.25,18.166666666666668
01/02/2022,29,23.5,22.25,18.166666666666668
02/02/2022,28,26.5,23.75,21.0
03/02/2022,32,28.5,26.0,24.333333333333332
04/02/2022,26,30.0,28.25,25.833333333333332
05/02/2022,46,29.0,28.75,27.0
06/02/2022,36,36.0,33.0,30.833333333333332
07/02/2022,65,41.0,35.0,32.833333333333336
08/02/2022,92,50.5,43.25,38.833333333333336
09/02/2022,138,78.5,59.75,49.5
10/02/2022,97,115.0,82.75,67.16666666666667
11/02/2022,49,117.5,98.0,79.0
12/02/2022,64,73.0,94.0,79.5
13/02/2022,72,56.5,87.0,84.16666666666667
14/02/2022,58,68.0,70.5,85.33333333333333
15/02/2022,126,65.0,60.75,79.66666666666667
16/02/2022,184,92.0,80.0,77.66666666666667
17/02/2022,199,155.0,110.0,92.16666666666667
18/02/2022,244,191.5,141.75,117.16666666666667
19/02/2022,222,221.5,188.25,147.16666666666666
20/02/2022,214,233.0,212.25,172.16666666666666
21/02/2022,252,218.0,219.75,198.16666666666666
22/02/2022,628,233.0,233.0,219.16666666666666
23/02/2022,712,440.0,329.0,293.1666666666667
24/02/2022,1031,670.0,451.5,378.6666666666667
25/02/2022,1050,871.5,655.75,509.8333333333333
26/02/2022,1005,1040.5,855.25,647.8333333333334
27/02/2022,1114,1027.5,949.5,779.6666666666666
28/02/2022,1095,1059.5,1050.0,923.3333333333334
01/03/2022,1739,1104.5,1066.0,1001.1666666666666
02/03/2022,2391,1417.0,1238.25,1172.3333333333333
03/03/2022,2095,2065.0,1584.75,1399.0
04/03/2022,2247,2243.0,1830.0,1573.1666666666667
05/03/2022,2270,2171.0,2118.0,1780.1666666666667
06/03/2022,2365,2258.5,2250.75,1972.8333333333333
07/03/2022,2847,2317.5,2244.25,2184.5
08/03/2022,3594,2606.0,2432.25,2369.1666666666665
09/03/2022,4535,3220.5,2769.0,2569.6666666666665
10/03/2022,5005,4064.5,3335.25,2976.3333333333335
11/03/2022,4300,4770.0,3995.25,3436.0
12/03/2022,3602,4652.5,4358.5,3774.3333333333335
13/03/2022,4037,3951.0,4360.5,3980.5
14/03/2022,5377,3819.5,4236.0,4178.833333333333
15/03/2022,6062,4707.0,4329.0,4476.0
16/03/2022,7151,5719.5,4769.5,4730.5
17/03/2022,6176,6606.5,5656.75,5088.166666666667
18/03/2022,5838,6663.5,6191.5,5400.833333333333
19/03/2022,5626,6007.0,6306.75,5773.5
20/03/2022,5566,5732.0,6197.75,6038.333333333333
21/03/2022,7075,5596.0,5801.5,6069.833333333333
22/03/2022,8429,6320.5,6026.25,6238.666666666667
23/03/2022,8616,7752.0,6674.0,6451.666666666667
24/03/2022,8133,8522.5,7421.5,6858.333333333333
25/03/2022,7535,8374.5,8063.25,7240.833333333333
26/03/2022,7197,7834.0,8178.25,7559.0
27/03/2022,7288,7366.0,7870.25,7830.833333333333
28/03/2022,8910,7242.5,7538.25,7866.333333333333
29/03/2022,9754,8099.0,7732.5,7946.5
30/03/2022,9727,9332.0,8287.25,8136.166666666667
31/03/2022,8731,9740.5,8919.75,8401.833333333334
01/04/2022,7822,9229.0,9280.5,8601.166666666666
02/04/2022,6439,8276.5,9008.5,8705.333333333334
03/04/2022,6081,7130.5,8179.75,8563.833333333334
04/04/2022,8145,6260.0,7268.25,8092.333333333333
05/04/2022,8499,7113.0,7121.75,7824.166666666667
06/04/2022,7998,8322.0,7291.0,7619.5
07/04/2022,6892,8248.5,7680.75,7497.333333333333
08/04/2022,6566,7445.0,7883.5,7342.333333333333
09/04/2022,5351,6729.0,7488.75,7363.5
10/04/2022,4993,5958.5,6701.75,7241.833333333333
11/04/2022,6349,5172.0,5950.5,6716.5
12/04/2022,7426,5671.0,5814.75,6358.166666666667
13/04/2022,8144,6887.5,6029.75,6262.833333333333
14/04/2022,7990,7785.0,6728.0,6471.5
15/04/2022,6314,8067.0,7477.25,6708.833333333333
16/04/2022,5112,7152.0,7468.5,6869.333333333333
17/04/2022,5605,5713.0,6890.0,6889.166666666667
